record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified
2446,2023,Ministry of Education,Jal Jeevan Mission,Karnataka,Bangalore,Whitefield,State Road Development,School Building,Vendor_1006,364491026,187631838,78886030,87716629,80381224,0.916,Delayed,03-09-2024,02-11-2024,10-11-2024,32,4.7,No
2447,2023,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1072,296308295,174429719,113392559,130831973,88210126,0.674,Ongoing,04-07-2024,21-10-2024,15-02-2025,226,2.47,No
2448,2023,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,Hospital Upgrade,Vendor_1020,320879635,146308151,60427118,49660976,61614976,1.241,Delayed,11-02-2023,14-06-2023,28-09-2023,72,4.19,No
2449,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,School Building,Vendor_1070,291088171,147853961,95873208,110678248,124952966,1.129,Delayed,08-04-2023,05-10-2023,06-12-2023,146,4.16,No
2450,2025,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Mumbai,Andheri,Smart City Initiative,Water Pipeline,Vendor_1066,358058305,184915320,94877359,77037841,84339483,1.095,Ongoing,24-07-2024,28-11-2024,06-01-2025,61,4.55,No
2451,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Road Construction,Vendor_1062,283679855,101184094,53355728,52377052,16808812,0.321,Delayed,19-11-2023,24-04-2024,17-04-2024,246,3.81,Yes
2452,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Bridge Development,Vendor_1053,274773298,95678819,56726544,48966602,20750606,0.424,Completed,05-01-2024,24-06-2024,05-07-2024,280,3.84,No
2453,2024,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Bridge Development,Vendor_1024,283037871,124437253,69905293,30121928,14026033,0.466,Delayed,20-07-2024,25-12-2024,14-12-2024,216,4.73,No
2454,2023,Ministry of Health,Ayushman Bharat,Maharashtra,Nagpur,Sitabuldi,Smart City Initiative,Bridge Development,Vendor_1083,255773435,172192548,75894822,61333635,29825291,0.486,Delayed,23-04-2024,14-08-2024,08-08-2024,95,1.03,Yes
2455,2024,Ministry of Rural Development,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,School Building,Vendor_1023,133114590,66846115,27491028,27337711,26602103,0.973,Delayed,28-01-2023,27-06-2023,16-10-2023,106,3.08,No
2456,2023,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1081,293504325,131780342,46884931,42855877,15260104,0.356,Delayed,14-11-2024,20-04-2025,31-05-2025,266,4.49,No
2457,2024,Ministry of Health,PM Awas Yojana,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1061,206150605,69093746,24363976,19652313,16985697,0.864,Ongoing,02-01-2024,22-04-2024,11-04-2024,168,1.74,No
2458,2025,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Surat,Adajan,Smart City Initiative,Bridge Development,Vendor_1002,136038144,42781287,31105540,17290308,15119341,0.874,Ongoing,04-04-2023,25-07-2023,06-10-2023,229,4.83,No
2459,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Surat,Adajan,State Road Development,Hospital Upgrade,Vendor_1010,371208000,244932678,167837273,165275200,124112231,0.751,Delayed,15-07-2023,08-12-2023,08-01-2024,19,3.14,Yes
2460,2024,Ministry of Health,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Bridge Development,Vendor_1076,92665000,34391792,25965389,17340031,20043317,1.156,Ongoing,24-11-2023,01-03-2024,15-04-2024,271,1.15,No
2461,2025,Ministry of Education,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1074,365006571,176230957,129362003,99332269,124031564,1.249,Ongoing,08-07-2023,30-11-2023,10-01-2024,24,2.94,No
2462,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,School Building,Vendor_1032,149179511,83315360,39943366,23074047,17364557,0.753,Completed,03-11-2024,10-02-2025,17-04-2025,273,3.13,Yes
2463,2024,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Hospital Upgrade,Vendor_1084,192985984,125334987,58535953,44694876,28742604,0.643,Delayed,24-01-2024,14-05-2024,01-05-2024,45,4.05,Yes
2464,2024,Ministry of Health,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1066,260103348,101467880,33095112,24062294,17973467,0.747,Ongoing,16-06-2024,23-08-2024,05-12-2024,100,4.35,No
2465,2025,Ministry of Infrastructure,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Transport Improvement,Hospital Upgrade,Vendor_1019,85271334,33681105,21818289,10804787,11856956,1.097,Ongoing,27-01-2023,16-04-2023,15-05-2023,217,1.38,Yes
2466,2024,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Road Construction,Vendor_1082,134001323,84536702,48266766,56122229,13811451,0.246,Ongoing,04-09-2024,04-01-2025,18-04-2025,128,4.6,No
2467,2024,Ministry of Rural Development,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,School Building,Vendor_1025,372196933,174686457,138334972,67043451,16777040,0.25,Completed,20-09-2023,13-01-2024,26-03-2024,178,2.91,Yes
2468,2025,Ministry of Health,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Bridge Development,Vendor_1010,92819994,51224057,31371084,34790930,19891144,0.572,Delayed,18-02-2023,09-08-2023,30-09-2023,9,1.8,No
2469,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,State Road Development,Bridge Development,Vendor_1052,264028709,159022718,121515081,53385246,34508601,0.646,Ongoing,27-12-2023,22-05-2024,13-06-2024,49,3.84,No
2470,2025,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Bridge Development,Vendor_1090,103292956,53147400,41249536,21770065,23842017,1.095,Delayed,16-04-2024,26-08-2024,17-10-2024,24,3.74,Yes
2471,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Tamil Nadu,Chennai,T Nagar,State Road Development,Road Construction,Vendor_1018,118986594,68877184,40841701,30065902,22405515,0.745,Completed,07-01-2024,23-05-2024,10-09-2024,269,4.13,No
2472,2025,Ministry of Education,Digital India,Gujarat,Surat,Adajan,State Road Development,Hospital Upgrade,Vendor_1001,358859323,186381675,110099388,54349235,16425841,0.302,Delayed,14-09-2024,09-12-2024,20-01-2025,288,3.15,Yes
2473,2025,Ministry of Rural Development,Digital India,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Water Pipeline,Vendor_1045,149791494,82330917,43810378,36127531,10818157,0.299,Ongoing,26-06-2023,21-12-2023,21-11-2023,141,1.9,Yes
2474,2023,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Road Construction,Vendor_1055,299499370,112405320,45819628,37247927,33341924,0.895,Ongoing,31-07-2024,08-01-2025,08-02-2025,39,4.89,Yes
2475,2023,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Bridge Development,Vendor_1035,128391741,60545260,42094065,19587133,19407025,0.991,Completed,08-05-2023,13-08-2023,11-09-2023,250,4.96,Yes
2476,2023,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Nagpur,Dharampeth,Urban Transport Improvement,School Building,Vendor_1049,50749203,23178644,13136910,9781285,8169224,0.835,Ongoing,06-07-2024,29-12-2024,06-01-2025,1,4.51,Yes
2477,2023,Ministry of Rural Development,Digital India,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Water Pipeline,Vendor_1074,62721440,31537832,14484923,7272507,3476701,0.478,Completed,17-05-2024,22-08-2024,01-10-2024,237,1.24,Yes
2478,2025,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1041,358111270,224205055,144639780,147295871,86353750,0.586,Ongoing,28-09-2023,16-01-2024,15-05-2024,164,2.68,Yes
2479,2025,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Water Pipeline,Vendor_1061,371983974,171922038,133294517,88105708,56241992,0.638,Completed,03-03-2024,02-05-2024,22-04-2024,218,1.34,Yes
2480,2025,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Transport Improvement,Bridge Development,Vendor_1055,275715874,154629355,85132276,98213871,36188058,0.368,Ongoing,24-11-2023,08-05-2024,03-05-2024,216,3.24,Yes
2481,2024,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Water Pipeline,Vendor_1051,88373409,49946170,31620258,29422034,30269360,1.029,Delayed,25-05-2023,03-10-2023,06-09-2023,50,1.06,No
2482,2023,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Nashik,Panchavati,Smart City Initiative,Bridge Development,Vendor_1005,228094949,148347485,105692384,103585487,123809677,1.195,Delayed,08-07-2024,10-09-2024,09-11-2024,94,4.02,Yes
2483,2023,Ministry of Health,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,Water Pipeline,Vendor_1085,154887457,108395037,54777313,49026174,55223211,1.126,Delayed,13-02-2024,22-07-2024,26-10-2024,212,3,No
2484,2024,Ministry of Education,Digital India,Karnataka,Bangalore,Whitefield,Smart City Initiative,Hospital Upgrade,Vendor_1044,368095083,116979395,72932314,54494754,67423018,1.237,Ongoing,20-07-2023,17-10-2023,11-02-2024,145,3.58,Yes
2485,2025,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Hospital Upgrade,Vendor_1030,98334925,30987149,17799987,8082306,8763095,1.084,Completed,18-11-2023,21-03-2024,11-04-2024,253,3.09,Yes
2486,2025,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Bangalore,Whitefield,State Road Development,Bridge Development,Vendor_1047,381523865,240242683,123272477,51313143,38344982,0.747,Completed,03-01-2023,26-05-2023,14-09-2023,12,3.04,Yes
2487,2023,Ministry of Infrastructure,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Water Pipeline,Vendor_1087,103449557,39167007,27210264,18532070,3750960,0.202,Ongoing,20-04-2024,20-09-2024,11-09-2024,14,3.56,Yes
2488,2024,Ministry of Rural Development,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Smart City Initiative,Bridge Development,Vendor_1016,386758476,142624321,85626633,39447040,44271911,1.122,Delayed,04-11-2023,16-03-2024,19-02-2024,138,4.07,Yes
2489,2024,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Road Construction,Vendor_1024,268137431,112151576,82547653,39831101,21093240,0.53,Delayed,21-10-2023,03-03-2024,03-06-2024,148,3.79,No
2490,2023,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Hospital Upgrade,Vendor_1088,231057688,139827683,88960361,72525910,39761167,0.548,Ongoing,06-04-2024,21-06-2024,27-07-2024,41,2.04,Yes
2491,2023,Ministry of Education,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Smart City Initiative,Road Construction,Vendor_1089,134574953,84386768,43062025,28622529,6308478,0.22,Ongoing,20-05-2024,20-07-2024,24-10-2024,7,1.32,Yes
2492,2025,Ministry of Education,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,State Road Development,Road Construction,Vendor_1032,390376894,267624896,205499561,241681901,269060163,1.113,Delayed,02-10-2024,02-03-2025,10-03-2025,84,1.95,No
2493,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Water Pipeline,Vendor_1015,318131053,165366144,81911989,48454047,13233518,0.273,Completed,28-11-2024,14-04-2025,26-06-2025,71,4.41,No
2494,2025,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1002,191150114,84235379,33000194,38755228,20344680,0.525,Delayed,24-09-2024,12-01-2025,24-02-2025,91,1.55,Yes
2495,2023,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Road Construction,Vendor_1043,296908867,204116429,158579397,73549704,84590118,1.15,Ongoing,27-06-2024,11-10-2024,11-10-2024,198,1.25,Yes
2496,2025,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Transport Improvement,Water Pipeline,Vendor_1086,83548252,35785047,15573388,11638801,15021590,1.291,Ongoing,13-05-2023,25-08-2023,17-12-2023,136,1.67,No
2497,2023,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Bridge Development,Vendor_1071,268352832,100102044,70499349,48375475,23583910,0.488,Completed,28-01-2024,28-05-2024,08-09-2024,141,3.28,Yes
2498,2024,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,School Building,Vendor_1079,388568484,156992674,92897899,100800152,35164161,0.349,Ongoing,21-04-2023,25-09-2023,13-11-2023,177,2.51,No
2499,2025,Ministry of Infrastructure,Digital India,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1085,108037957,38163948,27089179,22197902,19450927,0.876,Ongoing,01-10-2024,12-01-2025,03-02-2025,281,2.61,Yes
2500,2024,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Bridge Development,Vendor_1073,153942041,49167718,36769890,41506993,22935407,0.553,Completed,02-06-2023,09-10-2023,16-12-2023,229,1.24,No
2501,2025,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1067,108910830,45616684,34602096,33556921,34639859,1.032,Ongoing,07-03-2023,10-06-2023,06-09-2023,147,4.03,No
2502,2024,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Mumbai,Andheri,Smart City Initiative,Bridge Development,Vendor_1090,340849017,224685820,170537600,134396712,53813662,0.4,Delayed,18-12-2023,19-04-2024,04-04-2024,167,2.63,Yes
2503,2025,Ministry of Health,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,Water Pipeline,Vendor_1055,99077810,47600601,30153118,33124229,35050420,1.058,Delayed,28-07-2023,13-01-2024,30-04-2024,127,1.69,No
2504,2025,Ministry of Health,Digital India,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Hospital Upgrade,Vendor_1008,167079365,65202814,20581737,19655491,6306119,0.321,Completed,01-02-2024,01-07-2024,28-10-2024,34,4.46,Yes
2505,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Hospital Upgrade,Vendor_1089,124230910,59185501,43563494,22701722,23365990,1.029,Completed,07-03-2023,08-08-2023,19-11-2023,225,3.6,Yes
2506,2025,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,State Road Development,Road Construction,Vendor_1036,122141971,43096177,14916462,17075753,17464505,1.023,Completed,21-12-2023,10-03-2024,19-02-2024,36,2.44,No
2507,2025,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Water Pipeline,Vendor_1043,380141939,222599600,165771333,120645110,109512759,0.908,Completed,07-10-2024,02-02-2025,24-04-2025,282,1.91,Yes
2508,2023,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Water Pipeline,Vendor_1043,137696444,62890033,49304184,46876320,44144215,0.942,Completed,24-05-2023,09-09-2023,25-12-2023,269,3.67,No
2509,2024,Ministry of Health,Digital India,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Water Pipeline,Vendor_1088,333821480,178755312,94521612,69313443,64777551,0.935,Ongoing,18-04-2024,28-06-2024,31-07-2024,155,3.86,Yes
2510,2025,Ministry of Infrastructure,PM Awas Yojana,Gujarat,Surat,Adajan,State Road Development,Water Pipeline,Vendor_1094,257020913,84092231,39538609,46291809,42035883,0.908,Completed,04-03-2024,03-05-2024,06-08-2024,39,3.9,Yes
2511,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Hospital Upgrade,Vendor_1096,149470484,92830462,31587791,17785271,7448097,0.419,Ongoing,06-04-2024,25-07-2024,22-07-2024,219,1.53,Yes
2512,2024,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Bridge Development,Vendor_1024,261203880,146680741,59938358,26444266,25470991,0.963,Ongoing,09-01-2024,17-04-2024,18-03-2024,131,4.95,Yes
2513,2023,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Mumbai,Bandra,State Road Development,School Building,Vendor_1063,81649635,27959191,9831465,10190355,6757219,0.663,Ongoing,04-07-2023,05-11-2023,07-02-2024,185,1.71,Yes
2514,2023,Ministry of Education,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,School Building,Vendor_1080,239300867,126815207,95124315,64352145,72360262,1.124,Delayed,07-02-2024,03-06-2024,08-06-2024,41,4.92,Yes
2515,2023,Ministry of Health,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,School Building,Vendor_1089,292924195,140529257,79908892,71400983,20374555,0.285,Completed,02-09-2023,03-11-2023,03-02-2024,21,3.15,No
2516,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,School Building,Vendor_1081,221043000,92388871,46888459,34646171,25806827,0.745,Delayed,17-04-2023,26-07-2023,17-10-2023,241,3.14,Yes
2517,2025,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Water Pipeline,Vendor_1048,151917596,53473181,18870428,9373409,3267408,0.349,Ongoing,03-07-2023,21-12-2023,27-03-2024,111,3.22,Yes
2518,2023,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Bridge Development,Vendor_1093,270366733,129238798,72480358,29812442,27417118,0.92,Completed,04-11-2024,01-02-2025,31-03-2025,258,2.42,No
2519,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,School Building,Vendor_1089,360154151,114255253,90909581,90765207,96477721,1.063,Ongoing,16-01-2023,05-05-2023,15-07-2023,88,4.46,Yes
2520,2025,Ministry of Health,Digital India,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Hospital Upgrade,Vendor_1006,68772457,26517997,9696888,6968530,3969262,0.57,Delayed,07-08-2023,12-11-2023,08-12-2023,150,2.33,Yes
2521,2024,Ministry of Health,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Bridge Development,Vendor_1009,214991662,115630318,77524053,91590433,85638399,0.935,Ongoing,04-03-2024,26-05-2024,02-08-2024,150,1.94,No
2522,2023,Ministry of Education,Ayushman Bharat,Maharashtra,Mumbai,Andheri,Smart City Initiative,Bridge Development,Vendor_1066,204218971,65613485,21473709,17985815,18171267,1.01,Completed,18-05-2023,29-10-2023,13-11-2023,181,4.79,Yes
2523,2023,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Hospital Upgrade,Vendor_1064,230260232,147465898,65353564,62472298,46385270,0.742,Ongoing,05-10-2023,23-12-2023,10-04-2024,94,3.6,Yes
2524,2025,Ministry of Health,PM Gram Sadak Yojana,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Road Construction,Vendor_1044,284789271,185584318,57078494,43584744,31882697,0.732,Completed,08-06-2024,16-08-2024,01-11-2024,290,2.16,No
2525,2023,Ministry of Health,Ayushman Bharat,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Hospital Upgrade,Vendor_1079,352995726,144713530,96631059,52043065,57605603,1.107,Ongoing,30-06-2024,31-08-2024,20-08-2024,47,3.81,No
2526,2023,Ministry of Education,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Road Construction,Vendor_1026,338329870,125505754,98500183,110263310,90693496,0.823,Completed,08-06-2023,15-08-2023,12-09-2023,188,1.68,Yes
2527,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1028,56282968,33372881,26303942,20544262,17637132,0.858,Completed,04-10-2023,19-02-2024,04-06-2024,257,3.05,No
