record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified,planned_duration_days,delay_days_raw,delay_days,is_delayed,central_state_gap,state_district_gap,central_state_gap_pct,state_district_gap_pct,fund_leakage,fund_leakage_pct,state_absorption_rate,district_absorption_rate,overspend,underutilized,budget_efficiency,citizen_risk,false_completion,vendor_concentration,risk_score,risk_norm,risk_label,lapse_risk,ae_recon_error,ae_anomaly,iso_anomaly,iso_score,lapse_probability,xgb_anomaly_prob,final_risk_score,final_risk_label
3158,2024,Ministry of Rural Development,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Bridge Development,Vendor_1066,369328031,258384617,195354552,215244897,89463139,0.416,Completed,2024-11-28,2025-02-20,2025-01-31,100,2.29,No,84,-20,0,0,110943414,63030065,0.30039261764022457,0.24393892226176916,173973479,0.47105408849944563,0.6996073823597755,0.7560610777382308,0,0,0.4156341927121273,0,1,0.01749271137026239,0.15262390670553938,0.11907936693481291,Low,1,0.19807458440747264,1,1,0.6214555076103282,0.9447601980837211,0.98062503,0.5266179087192838,Medium
3159,2024,Ministry of Health,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Road Construction,Vendor_1079,144569921,64350991,46675905,47557221,42541447,0.895,Delayed,2023-01-10,2023-04-27,2023-07-16,91,3.49,Yes,107,80,80,1,80218930,17675086,0.554879807951199,0.2746668811984574,97894016,0.6771395828597015,0.4451201920488011,0.7253331188015426,0,0,0.894531810426854,0,0,0.012084592145015106,0.33181268882175224,0.3293649094899828,Medium,0,0.01631963687533751,0,0,0.43959036954548825,0.0,2.307381e-05,0.13684739012265512,Low
3160,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1001,108997548,50812541,38865515,45677696,52474140,1.149,Ongoing,2023-03-18,2023-07-06,2023-10-10,28,3.17,Yes,110,96,96,1,58185007,11947026,0.5338194121577854,0.23511963316300202,70132033,0.6434276209589596,0.46618058784221456,0.764880366836998,1,0,1.1487913050605705,0,0,0.003215434083601286,0.6304823151125403,0.6798662280857833,High,0,0.03287048091015066,0,0,0.5054186532449082,0.0,0.00024050845,0.3216375059969426,Medium
3161,2024,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Road Construction,Vendor_1003,73444430,47702551,31278427,36978611,29547634,0.799,Completed,2023-07-29,2023-12-06,2024-01-07,181,1.73,Yes,130,32,32,1,25741879,16424124,0.3504946392803375,0.3443028445166381,42166003,0.5741211825049224,0.6495053607196625,0.6556971554833619,0,0,0.7990466164345654,1,0,0.005780346820809248,0.3508670520231214,0.3517260029497538,Medium,0,0.01417745096170452,0,0,0.49286148948197295,0.0,0.00014385422,0.18898944701004455,Low
3162,2023,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,School Building,Vendor_1097,288563570,191077230,62341160,27671970,10410007,0.376,Completed,2023-07-07,2023-11-06,2024-02-28,95,4.42,No,122,114,114,1,97486340,128736070,0.3378331505948585,0.6737384145667173,226222410,0.7839603938917168,0.6621668494051415,0.32626158543328265,0,1,0.37619320200188133,0,1,0.011799410029498525,0.45176991150442475,0.47013973566675366,Medium,1,0.07943376473691355,0,0,0.5544205890091979,1.0,0.012913148,0.45882472824913656,Medium
3163,2024,Ministry of Rural Development,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Bridge Development,Vendor_1022,358189756,128728732,85564906,99810400,105971594,1.062,Ongoing,2023-02-18,2023-06-05,2023-05-08,212,1.78,No,107,-28,0,0,229461024,43163826,0.6406130274702775,0.3353084065179792,272624850,0.7611185005525395,0.35938697252972246,0.6646915934820208,1,0,1.0617289781425583,1,0,0.011428571428571429,0.40171428571428575,0.41139736182556463,Medium,0,0.016688212366030075,0,0,0.5331816085523079,0.0,0.014677406,0.24644165299422205,Low
3164,2025,Ministry of Rural Development,Digital India,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,School Building,Vendor_1029,70792060,45812440,25398019,19091643,8909961,0.467,Completed,2023-12-19,2024-04-24,2024-04-16,281,3.37,No,127,-8,0,0,24979620,20414421,0.3528590635729487,0.44560868183401714,45394041,0.6412306832150385,0.6471409364270513,0.5543913181659829,0,0,0.46669430179476956,0,1,0.011396011396011397,0.2517094017094017,0.23536034630282615,Low,1,0.0574475265540091,0,0,0.4933460027546604,0.9973653908530652,0.0006255926,0.3148818826153752,Medium
3165,2025,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Pune,Hinjewadi,Urban Transport Improvement,Bridge Development,Vendor_1042,246795017,157869154,68314524,66939897,28865360,0.431,Ongoing,2024-04-25,2024-10-20,2024-12-02,45,3.62,No,178,43,43,1,88925863,89554630,0.36032276534983687,0.5672712352661369,178480493,0.7231932604214615,0.6396772346501631,0.43272876473386307,0,0,0.43121309254479434,0,0,0.01984126984126984,0.20297619047619048,0.1781698813440027,Low,1,0.08615517625985661,0,0,0.47731695268872,1.0,7.558853e-05,0.29261281169761344,Low
3166,2023,Ministry of Infrastructure,Jal Jeevan Mission,Maharashtra,Nagpur,Sitabuldi,Urban Housing Scheme,Hospital Upgrade,Vendor_1014,180141075,104218427,53982184,55120143,13437620,0.244,Delayed,2024-10-14,2025-01-02,2024-12-18,172,3.77,No,80,-15,0,0,75922648,50236243,0.4214621679147857,0.4820284132670703,126158891,0.7003338411297924,0.5785378320852144,0.5179715867329296,0,1,0.24378782907003707,0,0,0.013100436681222707,0.3519650655021834,0.3530145677664269,Medium,1,0.038198441169118226,0,0,0.4712323034261003,1.0,0.0002155635,0.33031810133595907,Medium
3167,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Maharashtra,Pune,Shivajinagar,State Road Development,Bridge Development,Vendor_1029,115609076,60468567,19926065,21069881,4744238,0.225,Delayed,2023-01-30,2023-05-21,2023-05-30,297,2.39,No,111,9,9,1,55140509,40542502,0.4769565756238723,0.6704723464010649,95683011,0.8276427276349826,0.5230434243761277,0.32952765359893516,0,1,0.22516681513293788,1,0,0.007936507936507936,0.5511904761904762,0.5868139333438642,Medium,1,0.07159966000917316,0,0,0.5357652268282947,1.0,0.0072086384,0.4802905544884354,Medium
3168,2024,Ministry of Education,Digital India,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,School Building,Vendor_1007,236101239,86098733,68834099,60158554,49493165,0.823,Completed,2023-06-24,2023-12-09,2024-01-01,225,1.11,No,168,23,23,1,150002506,17264634,0.6353312953177683,0.200521347973843,167267140,0.7084551555445247,0.36466870468223167,0.799478652026157,0,0,0.8227120119941713,1,1,0.006042296072507553,0.4309063444108761,0.44565546564667124,Medium,0,0.034477147039959515,0,0,0.5537984057818058,0.0036462499999999998,0.0047849086,0.28225995612035176,Low
3169,2025,Ministry of Health,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Road Construction,Vendor_1067,279492566,171673591,137159724,107978645,118253184,1.095,Delayed,2024-08-03,2024-12-17,2025-01-25,0,4.76,Yes,136,39,39,1,107818975,34513867,0.38576687939528237,0.20104354315044298,142332842,0.5092544822820082,0.6142331206047176,0.7989564568495571,1,0,1.0951534352000805,0,0,0.011428571428571429,0.2817142857142857,0.2705723346748431,Low,0,0.19393965642880617,1,0,0.5608502624665215,0.0,0.40293273,0.3272393185251161,Medium
3170,2023,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,Water Pipeline,Vendor_1090,268836102,179274800,142940317,107655034,137369745,1.276,Ongoing,2024-09-01,2025-01-24,2024-12-27,65,3.06,No,145,-28,0,0,89561302,36334483,0.33314462355952473,0.2026747931109113,125895785,0.46829939901449696,0.6668553764404752,0.7973252068890887,1,0,1.2760178497551726,0,0,0.012269938650306749,0.35184049079754603,0.35286837413173644,Medium,0,0.08351062512216674,0,1,0.5753351454904835,0.0,0.93423724,0.3791878168085344,Medium
3171,2024,Ministry of Education,Digital India,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Road Construction,Vendor_1080,136368621,59935126,27765867,31007484,35669065,1.15,Ongoing,2024-01-23,2024-05-19,2024-06-07,225,4.78,Yes,117,19,19,1,76433495,32169259,0.5604918084491006,0.5367346520636329,108602754,0.7963910847202892,0.4395081915508994,0.4632653479363671,1,0,1.150337286314491,0,0,0.01524390243902439,0.5022865853658537,0.5294231687342525,Medium,0,0.04377569735127812,0,0,0.46772112817161887,0.0,7.345322e-05,0.24120686292207374,Low
3172,2024,Ministry of Education,Digital India,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Road Construction,Vendor_1086,269606710,152980500,107041110,73538960,19505936,0.265,Completed,2023-09-18,2024-02-04,2024-03-17,221,3.66,No,139,42,42,1,116626210,45939390,0.4325790333630791,0.3002957239648191,162565600,0.6029731233321307,0.5674209666369209,0.6997042760351809,0,1,0.265246285778314,0,1,0.02,0.5030000000000001,0.5302603906944475,Medium,1,0.019699602818582497,0,0,0.5310425188264898,1.0,0.0055843717,0.43647478407358997,Medium
3173,2023,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Bridge Development,Vendor_1023,230192729,129761976,72431030,81462898,43171527,0.53,Ongoing,2023-08-13,2023-12-08,2024-01-24,29,3.88,Yes,117,47,47,1,100430753,57330946,0.43628985779129453,0.4418162220341034,157761699,0.685346143144252,0.5637101422087055,0.5581837779658966,0,0,0.5299532432543709,0,0,0.006430868167202572,0.20096463022508038,0.17580923111918692,Low,0,0.11559901420945759,0,0,0.44535531970389686,0.002012001655400745,2.7782658e-05,0.1262770116811743,Low
3174,2023,Ministry of Infrastructure,Digital India,Gujarat,Surat,Adajan,Urban Housing Scheme,Road Construction,Vendor_1046,210991998,122023229,72453033,42377664,19728192,0.466,Ongoing,2023-10-14,2024-02-03,2024-02-11,284,2.79,No,112,8,8,1,88968769,49570196,0.42166892509354786,0.40623573401749596,138538965,0.6566076738132979,0.5783310749064522,0.5937642659825041,0,0,0.465532786328194,0,0,0.00872093023255814,0.20130813953488375,0.17621235368485014,Low,1,0.0855447098647524,0,0,0.44636123674363304,0.9931722186753622,5.326527e-05,0.26444665400715606,Low
3175,2023,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Water Pipeline,Vendor_1005,142112326,90625461,53131580,45475719,53265784,1.171,Completed,2024-01-06,2024-06-06,2024-06-06,151,2.57,No,152,0,0,0,51486865,37493881,0.36229696922981897,0.41372347887973776,88980746,0.6261296856122107,0.6377030307701811,0.5862765211202622,1,0,1.1713016346151668,0,1,0.012618296529968454,0.5518927444794953,0.5876380746010993,Medium,0,0.16809141554092907,1,0,0.5061356600925994,0.0,0.00065183116,0.34174757716900295,Medium
3176,2023,Ministry of Rural Development,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Road Construction,Vendor_1019,244943843,78415877,53471906,30899962,36993838,1.197,Ongoing,2023-08-25,2024-01-23,2023-12-29,263,3.8,Yes,151,-25,0,0,166527966,24943971,0.67986181632661,0.3180984764093119,191471937,0.7816972847935598,0.32013818367339,0.6819015235906881,1,0,1.1972130580613658,0,0,0.018404907975460124,0.45276073619631907,0.47130250995123385,Medium,0,0.017289761506589237,0,0,0.5050394413316885,0.0,0.00015777891,0.2423488546645321,Low
3177,2025,Ministry of Education,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,School Building,Vendor_1055,321522691,209706294,146484028,60817178,66216967,1.089,Ongoing,2023-06-06,2023-11-22,2023-11-28,270,1.4,Yes,169,6,6,1,111816397,63222266,0.34777140192571976,0.3014800595350753,175038663,0.5444053185036325,0.6522285980742802,0.6985199404649247,1,0,1.0887872337647762,1,0,0.023323615160349854,0.45349854227405245,0.4721683562923069,Medium,0,0.1158778081873431,0,1,0.5819697596184459,0.006011640853065197,0.8923051,0.43565629044266363,Medium
3178,2025,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Road Construction,Vendor_1020,189612262,68220667,50951815,49030452,10867220,0.222,Delayed,2024-04-01,2024-08-28,2024-11-15,48,2.48,Yes,149,79,79,1,121391595,17268852,0.6402096242066877,0.25313226562267416,138660447,0.7312841771804821,0.35979037579331236,0.7468677343773259,0,1,0.2216422561227867,0,0,0.00946372239747634,0.5314195583596214,0.563611933007824,Medium,1,0.11210286373920442,0,0,0.5006004478503494,1.0,0.001102315,0.4572712035438977,Medium
3179,2025,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Pune,Hinjewadi,State Road Development,Water Pipeline,Vendor_1068,66044595,22351355,9640367,6609187,4098982,0.62,Completed,2023-11-25,2024-05-10,2024-07-12,45,2.08,Yes,167,63,63,1,43693240,12710988,0.6615717758584181,0.5686898176866683,56404228,0.8540324609455172,0.3384282241415819,0.4313101823133318,0,0,0.6201945867169442,0,0,0.011904761904761904,0.35178571428571426,0.3528040916003537,Medium,0,0.10950465622466592,0,0,0.49797620753781,0.0028693684831792247,0.0014200149,0.2307335841382871,Low
3180,2025,Ministry of Education,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,Road Construction,Vendor_1003,103316786,51142242,24167794,12555206,12432331,0.99,Completed,2024-05-21,2024-09-02,2024-09-30,57,1.67,No,104,28,28,1,52174544,26974448,0.5049958096838204,0.5274396847912924,79148992,0.7660806637945551,0.4950041903161796,0.4725603152087075,0,0,0.9902132231044237,0,1,0.003048780487804878,0.30045731707317075,0.2925680671748582,Medium,0,0.07690869717159013,0,0,0.4944122768357223,0.0,0.00021757241,0.19360885775706582,Low
3181,2024,Ministry of Education,Jal Jeevan Mission,Karnataka,Bangalore,Whitefield,Smart City Initiative,Hospital Upgrade,Vendor_1011,101858172,30812827,11329835,11043815,12682660,1.148,Ongoing,2023-03-19,2023-06-21,2023-10-07,24,3.31,No,94,108,108,1,71045345,19482992,0.6974928334665185,0.6323013464489967,90528337,0.8887685221761097,0.3025071665334815,0.3676986535510033,1,0,1.1483948255199856,0,0,0.024539877300613498,0.653680981595092,0.7070908350629991,High,0,0.11753538412971143,0,0,0.5563386362684926,0.0,0.019759273,0.40864625536538923,Medium
3182,2025,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Road Construction,Vendor_1085,399173057,162208935,113855687,59248405,23358828,0.394,Ongoing,2024-04-23,2024-09-29,2024-11-07,175,1.26,Yes,159,39,39,1,236964122,48353248,0.5936375660745059,0.29809238313536796,285317370,0.7147711124200449,0.40636243392549415,0.701907616864632,0,1,0.3942524359938466,1,0,0.015772870662460567,0.3323659305993691,0.3300141618929312,Medium,1,0.052383286751435096,0,0,0.538931140481711,1.0,0.0007817653,0.38509660753308417,Medium
3183,2024,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,State Road Development,Bridge Development,Vendor_1048,198571119,95150160,58483541,43691004,23455910,0.537,Ongoing,2023-04-11,2023-06-12,2023-08-23,191,3.69,No,62,72,72,1,103420959,36666619,0.5208257853449474,0.38535530576091515,140087578,0.7054781113460916,0.4791742146550526,0.6146446942390849,0,0,0.5368590293782216,0,0,0.012269938650306749,0.351840490797546,0.3528683741317364,Medium,0,0.12740536379575934,0,0,0.4298540353747186,0.005,1.9364497e-05,0.1800823366864847,Low
3184,2023,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1020,296302645,183343273,109479012,101864723,108113792,1.061,Ongoing,2024-08-27,2024-10-31,2024-11-27,151,4.18,Yes,65,27,27,1,112959372,73864261,0.381229711938616,0.4028741267207551,186823633,0.6305162513820962,0.618770288061384,0.5971258732792449,1,0,1.0613467431703516,0,0,0.005780346820809248,0.3008670520231214,0.2930489083036199,Medium,0,0.04570640350187794,0,0,0.5146385193668209,0.0,0.00021212186,0.19896987714642334,Low
3185,2025,Ministry of Rural Development,Digital India,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Water Pipeline,Vendor_1041,56514005,17301706,13184453,12315511,12981456,1.054,Delayed,2023-03-30,2023-07-15,2023-10-21,155,1.92,Yes,107,98,98,1,39212299,4117253,0.6938510020657711,0.23796803621561943,43329552,0.7667046778935593,0.3061489979342289,0.7620319637843805,1,0,1.0540736799309425,1,0,0.007936507936507936,0.5811904761904763,0.6220201901315446,Medium,0,0.0286662611795752,0,1,0.5639154317096947,0.0,0.87698483,0.4370067884204667,Medium
3186,2023,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,State Road Development,Water Pipeline,Vendor_1052,382809586,227167708,124406607,79006566,79085686,1.001,Completed,2023-02-11,2023-05-07,2023-05-18,138,4.4,Yes,85,11,11,1,155641878,102761101,0.4065777966176636,0.4523578720968563,258402979,0.6750170017947251,0.5934222033823364,0.5476421279031437,1,0,1.0010014357540866,0,0,0.011560693641618497,0.3017341040462428,0.2940664301760962,Medium,0,0.08043874703579075,0,0,0.5051875796698635,0.0,0.00062481884,0.20465197901112725,Low
3187,2023,Ministry of Health,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1063,254376414,167878870,56768954,67330291,71466986,1.061,Completed,2024-01-19,2024-05-03,2024-07-22,84,2.3,Yes,105,80,80,1,86497544,111109916,0.3400375948377038,0.6618457462812324,197607460,0.7768309053999007,0.6599624051622962,0.33815425371876756,1,0,1.0614388403579007,0,0,0.006042296072507553,0.4509063444108761,0.46912630350512485,Medium,0,0.06282614847412998,0,0,0.5084883758821229,0.0,0.000120078636,0.26192904772770775,Low
3188,2024,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1017,163636367,101760870,66895475,68923928,53200171,0.772,Ongoing,2023-06-20,2023-10-01,2023-09-27,228,2.86,Yes,103,-4,0,0,61875497,34865395,0.3781280294495905,0.3426208423729082,96740892,0.5911943278476721,0.6218719705504095,0.6573791576270919,0,0,0.7718679498359409,0,0,0.0058997050147492625,0.15088495575221236,0.11703863514134583,Low,0,0.05829887234461032,0,0,0.4702575936253574,0.0,4.442886e-05,0.10457508907958339,Low
3189,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1065,91414776,57068519,33148172,37691034,36108586,0.958,Completed,2023-12-11,2024-06-05,2024-08-14,242,1.19,Yes,177,70,70,1,34346257,23920347,0.37571887721958647,0.4191513538313479,58266604,0.6373871550043507,0.6242811227804135,0.5808486461686521,0,0,0.958015266973042,1,0,0.012861736334405145,0.5019292604501608,0.5290038329763019,Medium,0,0.019112293160526005,0,0,0.49437456811576125,0.00041702645980705493,0.0010380924,0.25435860499772367,Low
3190,2024,Ministry of Education,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,School Building,Vendor_1050,342258785,178585683,95567921,60687933,37901312,0.625,Completed,2023-07-08,2023-11-21,2024-02-04,54,4.41,Yes,136,75,75,1,163673102,83017762,0.47821446570027415,0.464862359655113,246690864,0.7207729204087486,0.5217855342997259,0.535137640344887,0,0,0.6245279765913266,0,0,0.014245014245014245,0.3521367521367521,0.35321604922454813,Medium,0,0.0780746240573891,0,0,0.4353906260030496,0.0,1.9963925e-05,0.16526774911063094,Low
3191,2023,Ministry of Rural Development,Digital India,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,School Building,Vendor_1035,110652967,67311135,41717135,44390296,16295367,0.367,Completed,2023-12-30,2024-03-08,2024-04-29,70,1.92,No,69,52,52,1,43341832,25594000,0.391691548587215,0.38023426584620806,68935832,0.6229912660181991,0.608308451412785,0.619765734153792,0,1,0.3670930015875542,0,1,0.003048780487804878,0.30045731707317075,0.2925680671748582,Medium,1,0.062792100760159,0,0,0.5367912974904854,1.0,0.0022101442,0.3743036268693587,Medium
